,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
43,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/30/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,2.0,"As it turns out, they are very proud of there just ok food. The prices are high.  Food is suppose to be secondary to the beer at a brewery, not the other way around. $6.50 for an appetizer French fry, $8.50 for a bowl of mac and cheese. To rich for a second visit.",No,Yes,Yes,Yes,Yes,Free
44,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,1/3/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,3.0,"We were traveling through & I suggested we try a new place so we came here. The lunch menus didn't list the burgers & that's what we were all planning to get after seeing reviews on here. We were about to leave when I asked the waitress if they served burgers. She brought us the dinner menu which they don't put out around lunch because they don't serve pizza until after a certain time of day. She only brought us one menu for the 4 of us to share. So we ordered burgers & the cross cut fries with fry sauce & we each had a beer.The food was very slow to come out, but arrived all at once and was pretty tasty. Then the bill arrived for $80 & I was stunned. I guess we didn't pay enough attention to what the prices of items were on the menu. I just didn't realize we were ordering burgers at $14.75 a pop.It was good food, but way out of our price range for what we thought was going to be a quick pit stop for lunch.",No,Yes,Yes,Yes,Yes,Free
45,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/3/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Went in yesterday to get some dinner, the menu had a good variety of options as well as their beer selection. The food is a little more on the expensive side such as $14.75 burgers, however I would rather pay more money and get a good burger. This place does exactly that. I got the Maui Wowie and it was as delicious as it was messy. Sweet potato fries and waffle fries were both great! I would love to come back and try some more items on their menu. Staff was friendly and gave good recommendations as well! Thanks!",No,Yes,Yes,Yes,Yes,Free
46,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,2/14/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Appetisers $8.00, Salads $ 9.00 to 10.00.Burgers $14.00, Sandwiched $12.00 and pizza 10"" - $16.50, 12""- $18.50. Brunch on Sundays till 1pm. Bourbon Bacon Cheeseburger with caramelized onions. Hand formed Black Angus ground beef.Really nice burger, Cole slaw was tasty. Stop by and give it a try",No,Yes,Yes,Yes,Yes,Free
47,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,2/10/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,This is a great place to relax after work and have an excellent burger with friends.  Our waiter Cameron is very personable and attentive.  The blues burger was absolutely wonderful.,No,Yes,Yes,Yes,Yes,Free
48,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/26/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Recently in Salem for the Total Eclipse and ended our evening at Sparky's. Ordered for take-out but decided to grab a round and eat in house. Our waiter Ben was fantastic, personable and generous with recommendations, and this can be said of our bar tender and waitress. The staff and ambience are A+. Our beers and food were top notch. Not to miss Salem!",No,Yes,Yes,Yes,Yes,Free
49,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/29/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Sparky's is a great establishment full of different types of beers and the food is out of this world great! I'm saddened by the lack of people here on a Saturday night. Go support local restaurants they are so much better than a Popeyes or Carl's Jr. which is right next to them.,No,Yes,Yes,Yes,Yes,Free
50,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/22/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"We've been here several times before and the food, beer and service were pretty good. Tonight, 9-22-17 the service sucks, we feel invisible and my fries were cold.  We just got the bill. OMG....$10 for one cider!!!!!!!' and $11 for two beers. $14.95 for chicken strips. The prices have gone up.",No,Yes,Yes,Yes,Yes,Free
51,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/13/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Great brick oven pizza, awesome beer selection, fantastic vibe and service.  Highly recommend!",No,Yes,Yes,Yes,Yes,Free
52,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/16/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"This is one of my FAVORITE places in Salem!!!! They have the most amazing food. Sunday is bottomless mimosas and an incredible breakfast menu. All the lunch/dinner food is amazing. The service is always on point. For really good drinks and perfect atmosphere, you should definitely come here.",No,Yes,Yes,Yes,Yes,Free
53,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/14/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,2.0,"They have plenty of beers to choose from, but it's overpriced compared to other great local breweries in Salem. The food is pretty good but the prices have now gone up. In the last year, I think everything has increased by 10%. On top of that, the service has been horrible the last 3 times I've been there. Go to SAW right down the street!",No,Yes,Yes,Yes,Yes,Free
54,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,12/6/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Food... Foood.... Fooooood!!! If only I wasn't on my lunch break, I would have tried their beer so I'm going to just speak about their food.The food was good, better than I expected but the menu was a bit small. When we arrived for our lunch break I was hoping for a burger. A good old fashioned bar burger and... well they don't serve burgers for lunch. My disappointment was replaced rather quickly because they had a French Dip Sandwich that sounded good. So I ordered it while my boss ordered chicken strips.After chit-chatting for a bit, we received our food and were both pleasantly surprised at the size of the lunches we received. Someone commented on a Google review that the french fries were wonderful and I second this. I second this 100%! The french fries were crisp, seasoned well and fresh. My French Dip had a bit too much fried onion for my taste but that doesn't mean it was bad. The next time I go there, which there will be a next time, I am getting the chicken strips my boss got. Guys... they are hand breaded chicken strips. HAND BREADED! If anyone's done this on their own you can recognize it right away and that along impressed me. My only reason for a 4 star instead of 5 is that the customer service upon entering and exiting wasn't there. I am aware that this is a bar and bar settings are more open but I always interpenetrate that as an action reserved for busy times. A simple greeting to anyone walking in the door or getting ready to leave can make all the difference in the world in relation to customer service. Especially when there's three active staff members and they all see you walk in but don't quite say anything to you.",No,Yes,Yes,Yes,Yes,Free
55,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,3/11/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,3.0,Food is good.Good selection of brews!Friendly service. BUT only half the place is filled on a Saturday and it took almost 45 minutes for a burger. Expect a long wait on weekends up the drinks and food will make up for it but I have todo 3 stars because of that,No,Yes,Yes,Yes,Yes,Free
56,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,3/29/2015,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Really cool hole in the strip mall joint! The beer selection was solid. They have 30 rotating taps - about 6 ciders. The beers ranges from mostly local Salem area breweries. It was fun to try some non- portland area powerhouses. The server was funny and very cool about having to serve us so many tasters. They switched the TV to the Blazer game which was great! They don't have food currently but are building a kitchen area. However they do allow outside food. There was a menu for a sushi place - ORDER FROM THEM!!! It was awesome! Seriously, I may drive back down there just for some rolls and beer it was that good.",No,Yes,Yes,Yes,Yes,Free
57,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/20/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Took my mother and husband to lunch here today. A large choice of brews available. I enjoyed an adult beverage and grilled cheese. My mother and husband enjoyed the Cuban, both reported that the sandwich was excellent. The server McKenna was attentive and gave us great recommendations for lunch and provided great explanation of the micros available. The atmosphere was relaxing and music just loud enough to enjoy our conversation. Well done guys. We will return with reinforcements.",No,Yes,Yes,Yes,Yes,Free
58,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,10/21/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Sparky's does what any good brewery should do: serve a wide variety of beers, generally tasty food, and makes sure the televisions are on whatever respective and relevant sporting event might be of interest to locals. Plus, they have trivia, and for what it's worth, generally attractive and genial female employees.They've also a fatal flaw. On every time I have swung by, Sparky's almost never had any of their own beers. In fact, it seems like they've only one. Which isn't bad, but places it just barely inside the margin of what could be called a brewery, in my opinion. Sure they may have other beers in bottles (or cans?), but taps, alas.Thankfully, they make an earnest attempt to compensate for that imperfection. For that I give them four stars. That fifth star will come eventually.Fifth star or not, I'll keep back, to be honest.",No,Yes,Yes,Yes,Yes,Free
59,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/1/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,3.0,"When you place a to go order, drive all the way home and find out they left the feta cheese (which I love) off your Monte salad.... argh!",No,Yes,Yes,Yes,Yes,Free
60,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/27/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Just pulled over and here it was. Had the steak sandwich as a salad and was pleased with the flavors, consistency and atmosphere.",No,Yes,Yes,Yes,Yes,Free
61,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,11/10/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Love me some Sparky's! Hands down just plain awesome. Ton of taps. Tasty food. Great service. Giant Jenga. Dog friendly patio. Super cool inside. You must go.,No,Yes,Yes,Yes,Yes,Free
62,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,6/29/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,1.0,"We stopped in for lunch after a long hike. The other reviews looked promising. This is the first time yelp users have failed me. :( Mediocre food and crappy service. Our food came out cold and we saw it was ready on the kitchen window sitting for 10 min. Our appitizer wings didnt come out until our entrees did. During our meal a lady came over and asked if we could move. Because they were going to start a painting class. They should have not seated us there if they knew an event was happening soon,there was plenty of space through out the place that they could have sat us at. They never came to check on us until we flagged someone down for our check and a box.Would not recommend this place and we wont ever go back.",No,Yes,Yes,Yes,Yes,Free
63,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,1/6/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Great beer, great food, extremely friendly staff. We really liked the onion strips- seasoned beer batter happiness.  Highly recommend!",No,Yes,Yes,Yes,Yes,Free
64,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,3/12/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,2.0,"Burger did not come as ordered, and was not the greatest quality after that.  Server was very nice and apologetic about the error, but that doesn't make up for a small, dense, burger.",No,Yes,Yes,Yes,Yes,Free
65,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/23/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Came here on a man-date with my Brazilian snuggle muffin. Great atmosphere for such an occasion. A plethora of televisions to enjoy the multitude of matches of men engaged in orb based masculinity contests! Plethora would also be my chosen vernacular to use in describing the amount of means by which to imbibe. Decent food menu to satisfy carnal needs. Service was the only lacking category. Took a while for a server and was lacking knowledge of the beers when questioned. Luckily the ability to taste test saved the day on a potential mis-order on our part. I also give all credit to Sparky's for the amazing Mariner comeback we witnessed that evening. Will gladly go back with my SnugMuffs again.,No,Yes,Yes,Yes,Yes,Free
66,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,12/5/2015,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"I just recently discovered this place and it's quickly becoming my go to bar. This place has a great atmosphere and the drink selection is great (as you would expect from a tap house). If you're not sure what you want to drink (there is always a very large selection), the staff is very knowledgeable. Probably the most exciting part of this place is the food. I've eaten here quite a few times for dinner and brunch. Both are excellent! This is also a good place for groups. They have quite a few large tables in addition to smaller tables. Overall I highly recommend Sparky's.",No,Yes,Yes,Yes,Yes,Free
67,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,6/15/2016,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Service is outstanding. I had a vegetarian burger. Outstanding. When you combine great service with expected food for an everyday experience... Your not disappointed. 5 ***** give the girls a break. Tip according to the service you receive, its outstanding service. The girls will not steer you wrong. Great tasting experience.",No,Yes,Yes,Yes,Yes,Free
68,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,1/6/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,2.0,"Went to have a few beers and dinner. Beer menu is handwritten on a photocopied piece of paper so it was a bit hard to read.  Ordered food and somehow our order got really messed up and we didn't get it until1.5 hours after ordering. No offer of compensation for our wait...just ""sorry guys.""  Atmosphere is great, but seems to be some service and communication issues. And not cheap...",No,Yes,Yes,Yes,Yes,Free
69,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,3/5/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,They never disappoint. We love so many things on the menu. Today was our first try at brunch and oh.my.goodness it was delicious. The service is always nice and courteous. The staff kindly answers questions and never make you feel rushed.,No,Yes,Yes,Yes,Yes,Free
